8823,HOLIDAY,Na･de･Na･deボーイ,P,SUGINAMI MELODY,Y,あじさい通り,ありふれた人生,あわ,いろは,うめぼし,おっぱい,けもの道,さらばユニヴァース,さわって・変わって,ただ春を待つ,たまご,つぐみ,ほうき星,みそか,アカネ,アパート,インディゴ地平線,ウィリー,ウサギのバイク,エスカルゴ,エトランゼ,ガーベラ,クリスピー,グラスホッパー,コスモス,シャララ,ジュテーム？,スーパーノヴァ,スカーレット,スターゲイザー,スパイダー,スピカ,センチメンタル,チェリー,テイタム・オニール,テクテク,テレビ,トゲトゲの木,トビウオ,トンガリ’95,ナナへの気持ち,ナンプラー日和,ニノウデの世界,ネズミの進化,ハートが帰らない,ハイファイ・ローファイ,ハチミツ,ハネモノ,ハヤテ,バニーガール,ババロア,ヒバリのこころ,ビー玉,フェイクファー,プール,ヘチマの花,ベビーフェイス,マーメイド,マフラーマン,ミカンズのテーマ,ムーンライト,メモリーズ,ルキンフォー,ルナルナ,ローテク・ロマンティカ,ロビンソン,ワタリ,愛のことば,稲穂,運命の人,俺のすべて,俺の赤い星,夏が終わる,夏の魔物,花泥棒,会いに行くよ,海とピンク,海ねこ,海を見に行こう,甘い手,甘ったれクリーチャー,魚,胸に咲いた黄色い花,空も飛べるはず,君が思い出になる前に,君と暮らせたら,群青,今,砂漠の花,三日月ロック その３,自転車,謝々！,若葉,春の歌,春夏ロケット,初恋クレイジー,渚,心の底から,正夢,青い車,青春生き残りゲーム,船乗り,孫悟空,大宮サンセット,仲良し,鳥になって,点と点,田舎の生活,桃,日なたの窓に憧れて,猫になりたい,不思議,不死身のビーナス,楓,歩き出せ、クローバー,放浪カモメはどこまでも,僕のギター,僕の天使マリ,僕はジェット,魔女旅に出る,魔法のコトバ,夢じゃない,夢追い虫,名前をつけてやる,迷子の兵隊,夜を駆ける,野生のチューリップ,優しくなりたいな,夕焼け,夕陽が笑う、君も笑う,遥か,裸のままで,流れ星,旅の途中,旅人,涙がキラリ☆,冷たい頬,恋のうた,恋のはじまり,恋は夕暮れ,漣,惑星のかけら,1-2 Love Forever,Sakura,,3月9日,もっと遠くへ,アカシア,シフト,スタンドバイミー,モラトリアム,茜空,雨上がり,蛍,紙ふぶき,電話,南風,粉雪,夢の蕾,流星,#2601,365日,All by myself,Another Mind,Another Story,Any,CANDY,CROSS ROAD,Drawing,Everything (It’s you),GIFT,HANABI,HERO,I’LL BE,Image,It’s a wonderful world,Love is Blindness,Mirror,NOT FOUND,PADDLE,Pink～奇妙な夢,Prism,Replay,Round About～孤独の肖像～,SUNRISE,Sign,So Let’s Get Truth,Surrender,Tomorrow never knows,UFO,Wake me up!,and I love you,everybody goes～秩序のない現代にドロップキック～,my confidence song,youthful days,【es】～Theme of es～,ありふれた Love Story～男女問題はいつも面倒だ～,あんまり覚えてないや,かぞえうた,くるみ,こんな風にひどく蒸し暑い日,しるし,その向こうへ行こう,ためいきの日曜日,つよがり,また会えるかな,もっと,innocent world,エソラ,シーソーゲーム～勇敢な恋の歌～,ジェラシー,スロースターター,タガタメ,ニシエヒガシエ,フェイク,ポケット カスタネット,メインストリートに行こう,ヨーイドン,ランニングハイ,ロード・アイ・ミス・ユー,ロードムービー,ロックンロールは生きている,雨のち晴れ,花 -Mémento-Mori-,花の匂い,花言葉,隔たり,祈り ～涙の軌道,空風の帰り道,君がいた夏,君が好き,君の事以外は何も考えられない,血の管,言わせてみてぇもんだ,口がすべって,口笛,彩り,思春期の夏～君との恋が今も牧場に～,車の中でかくれてキスをしよう,終わりなき旅,終末のコンフィデンスソング,十二月のセントラルパークブルース,少年,掌,深海,水上バス,声,跳べ,通り雨,天頂バス,東京,逃亡者,独り言,虹の彼方へ,風～The wind knows how I feel～,風と星とメビウスの輪,抱きしめたい,僕らの音,未来,名もなき詩,妄想満月,優しい歌,羊、吠える,旅人,旅立ちの唄,虜,箒星,蜃気楼,AM11:00,DADA
花 -Mémento-Mori-, 28489, 3578, 7075, 901, 5510, 10506, 3407, 804, 2371, 6769, 3652, 5465, 14832, 3573, 507, 1003, 17143, 1191, 6487, 2705, 10825, 9109, 4614, 619, 9602, 5972, 4104, 42823, 2159, 4790, 1041, 37095, 31185, 983, 3080, 2258, 4062, 2051, 3199, 23709, 708, 12306, 18170, 9924, 6312, 7534, 3188, 8726, 2667, 10139, 8435, 19203, 18188, 1193, 3247, 3534, 4471, 22326, 11535, 13290, 3342, 8659, 1869, 1101, 5032, 4132, 7145, 6671, 2613, 4818, 8849, 2659, 7226, 2986, 5340, 1801, 8102, 1680, 10375, 11429, 8275, 5034, 3677, 5718, 2828, 4110, 1903, 4441, 2848, 6818, 2331, 18330, 1002, 3397, 1550, 11769, 25182, 3333, 1295, 17575, 1682, 5814, 7891, 7328, 20027, 1564, 5281, 1828, 2692, 5135, 8219, 14304, 19518, 13177, 407, 6160, 1312, 5703, 10581, 30670, 2084, 11955, 431, 4709, 8906, 2215, 2845, 2791, 6261, 2969, 7887, 15401, 37754, 5311, 3209, 3286, 2915, 3421, 3878, 6241, 6301, 1607, 2283, 2875, 3111, 2172, 5055, 2341, 4411, 2623, 10321, 21081, 3633, 6808, 10263, 7149, 3678, 8127, 3823, 6318, 6473, 6120, 8838, 2679, 4589, 5327, 5527, 8318, 7795, 1777, 7398, 9646, 8683, 8342, 9462, 1360, 4322, 10321, 7310, 10519, 8257, 8795, 5647, 495, 10555, 1636, 1931, 11407, 5247, 1601, 2112, 7923, 19010, 41367, 6715, 6809, 8148, 6069, 7385, 1329, 1998, 8788, 4287, 8881, 4566, 7802, 8561, 9242, 8857, 10321, 4472, 7700, 9613, 3199, 7006, 3735, 2966, 5617, 7532, 10519, 3503, 5372, 2414, 2510, 8726, 3321, 2990, 44258, 2875, 0, 10139, 6175, 2575, 5274, 1560, 8850, 8625, 2524, 7831, 3282, 4596, 8426, 6919, 8144, 7450, 9890, 6911, 7319, 8897, 5646, 3751, 8595, 4369, 897, 997, 7655, 3580, 23739, 773, 1970, 2126, 7715, 5888, 9646, 9535, 4402, 5284, 2152, 7746, 567, 6509, 7583, 7748, 2193, 12628, 17573 
花の匂い, 70790, 4269, 30136, 9318, 971, 5, 1970, 7499, 6332, 1268, 23259, 26654, 42427, 1992, 14228, 7684, 42000, 4894, 1586, 21612, 36362, 36406, 1647, 6016, 33103, 20971, 16203, 86082, 9926, 28057, 9902, 76794, 66686, 6198, 12889, 12387, 24083, 14118, 2170, 61834, 9427, 39639, 49141, 32605, 28011, 31819, 5879, 165, 4562, 34292, 208, 47950, 50713, 17418, 4016, 23039, 2918, 51255, 32498, 37203, 7811, 306, 4574, 17070, 1705, 2599, 320, 1370, 4632, 2285, 80, 3916, 527, 12215, 26091, 12798, 26161, 5849, 20, 37614, 468, 22005, 4056, 1331, 14457, 11745, 4258, 25666, 10141, 30035, 3572, 43091, 7881, 5616, 3983, 34062, 61455, 22724, 9392, 44048, 11727, 20193, 28168, 25617, 53696, 4847, 962, 4377, 3085, 19390, 26754, 38569, 54663, 35710, 12822, 511, 14211, 21160, 39666, 63849, 8311, 34842, 8418, 20038, 35495, 14834, 7278, 13400, 1174, 14070, 206, 48924, 75519, 16342, 15546, 8065, 3508, 13634, 1841, 1940, 21744, 10356, 8292, 12340, 4058, 20871, 24020, 8506, 10322, 3234, 20, 49926, 3872, 367, 29984, 406, 14317, 156, 4570, 819, 706, 895, 77, 4516, 1488, 914, 5426, 175, 434, 12596, 305, 43, 84, 175, 47, 6149, 1405, 20, 297, 18, 356, 260, 3546, 9936, 18, 4855, 6790, 36418, 1392, 7334, 14907, 284, 45479, 89256, 484, 692, 341, 822, 442, 9132, 7031, 73, 1348, 180, 1393, 207, 260, 51, 116, 20, 1319, 27969, 32, 2114, 427, 2572, 5207, 6516, 287, 18, 1920, 1449, 10901, 2835, 243, 2226, 18509, 91159, 6502, 10139, 0, 986, 3650, 921, 4235, 63, 106, 16999, 368, 2135, 1789, 111, 382, 219, 28943, 9, 582, 818, 124, 1707, 4050, 150, 2802, 13616, 6774, 210, 1985, 52800, 10400, 4725, 10369, 258, 891, 23, 90, 1865, 1639, 3223, 253, 7522, 848, 222, 271, 6420, 35663, 49366 
花言葉, 58298, 2169, 22312, 5336, 479, 1111, 768, 4255, 3200, 1048, 16263, 19314, 32925, 962, 9486, 4118, 32838, 2270, 1204, 15776, 28050, 27666, 725, 3272, 24495, 14733, 11123, 71594, 5932, 20487, 5714, 63476, 54690, 3602, 7793, 7569, 17013, 8840, 1032, 49954, 5541, 30275, 38407, 24201, 20277, 23955, 3153, 651, 1840, 25658, 690, 37464, 40827, 11802, 1834, 16249, 1432, 40567, 24036, 28299, 4351, 704, 2096, 11422, 747, 977, 586, 1096, 2096, 871, 778, 1810, 577, 7457, 18465, 7786, 18677, 3253, 1096, 27876, 788, 15451, 1934, 583, 9395, 7637, 2202, 18640, 5469, 21989, 1244, 33973, 4425, 2594, 1909, 25054, 49817, 16306, 4922, 34588, 7727, 13849, 20650, 18507, 42384, 2241, 526, 2267, 1515, 13324, 19240, 29385, 43295, 26014, 8118, 429, 9063, 15076, 30564, 51691, 4441, 26010, 4910, 13504, 26735, 9344, 3980, 8560, 580, 8736, 634, 38436, 62723, 11484, 10366, 4425, 1484, 8554, 655, 1396, 15222, 6056, 4426, 6990, 1828, 14679, 17120, 4952, 6734, 1196, 1096, 39310, 1818, 415, 22192, 454, 9069, 532, 2784, 383, 498, 489, 661, 1930, 584, 468, 3748, 577, 664, 7802, 377, 957, 704, 541, 815, 3201, 535, 1096, 445, 1148, 784, 718, 2408, 5874, 1136, 2243, 3254, 27504, 500, 3994, 9675, 588, 35851, 74600, 420, 580, 355, 264, 544, 4998, 3451, 771, 588, 824, 589, 635, 796, 731, 868, 1096, 557, 20365, 946, 774, 303, 882, 2551, 4568, 599, 1148, 682, 789, 6397, 1309, 833, 732, 12895, 76759, 3300, 6175, 986, 0, 1832, 371, 1913, 749, 672, 11415, 580, 825, 463, 701, 540, 591, 21281, 969, 348, 868, 768, 795, 2372, 656, 1340, 9076, 3356, 638, 737, 42690, 6562, 2029, 6535, 508, 383, 937, 672, 411, 711, 1373, 467, 4440, 736, 596, 395, 3532, 25685, 39020 
隔たり, 45744, 1207, 13816, 2064, 1329, 3861, 968, 1937, 1744, 1450, 10029, 11864, 23791, 494, 4848, 1674, 24736, 754, 1336, 10178, 19342, 18842, 925, 1388, 17561, 9285, 5905, 58066, 2576, 12869, 2822, 50782, 43280, 2044, 4425, 4175, 10669, 4482, 1024, 37820, 2661, 21491, 28347, 17153, 12595, 15747, 1855, 2961, 1274, 17886, 2542, 28936, 29631, 6734, 1276, 10121, 1456, 31751, 18112, 20785, 2859, 2920, 910, 6434, 1221, 1305, 2078, 1408, 910, 1593, 2950, 848, 2045, 4715, 12017, 4028, 13015, 1335, 3778, 20320, 2770, 9467, 1456, 1737, 5211, 3745, 864, 11968, 3825, 14433, 576, 26157, 1461, 2236, 693, 19010, 37811, 9930, 2622, 25806, 4349, 9569, 13962, 11365, 31504, 1309, 1208, 919, 587, 8288, 13184, 21507, 32551, 20580, 4384, 1767, 4245, 9000, 20820, 42099, 2393, 18842, 1868, 8808, 17581, 5468, 2342, 5086, 2002, 4684, 2516, 28146, 50973, 6480, 5728, 2959, 790, 5334, 637, 1258, 10312, 2954, 2448, 4294, 816, 9081, 10120, 2866, 4154, 662, 3658, 30180, 1238, 1999, 15916, 1814, 5795, 2498, 1216, 1667, 1510, 1439, 2875, 1132, 878, 1048, 1720, 2649, 2038, 4004, 2061, 3209, 2764, 2695, 3243, 825, 949, 3658, 2111, 3800, 2266, 2978, 1984, 2636, 3880, 873, 2062, 18856, 1276, 1676, 4835, 2390, 27425, 60250, 1682, 1850, 2643, 1494, 1898, 2350, 1555, 2863, 982, 2666, 849, 2237, 2458, 3173, 2890, 3658, 927, 13805, 3238, 526, 1941, 806, 1691, 2090, 1987, 3800, 854, 1037, 3789, 729, 2545, 654, 6953, 61883, 2068, 2575, 3650, 1832, 0, 1055, 951, 2973, 2642, 5883, 2206, 613, 1201, 2637, 1972, 2499, 14145, 3517, 1752, 1720, 2770, 1891, 824, 2668, 1152, 4518, 1424, 2440, 601, 32806, 2694, 797, 3277, 2196, 1395, 3309, 3328, 987, 1459, 301, 2281, 1672, 1318, 2388, 2373, 1772, 20155, 28808 
祈り ～涙の軌道, 56667, 1868, 20703, 4529, 112, 1042, 419, 3438, 2731, 419, 15360, 18165, 31746, 329, 8315, 3623, 32041, 1669, 515, 14511, 26107, 26353, 300, 2605, 23904, 14080, 9730, 70505, 5015, 19198, 5383, 62631, 54057, 2915, 7364, 7026, 16140, 8107, 527, 48157, 4830, 29310, 37132, 23588, 18918, 22174, 2952, 642, 1945, 24907, 419, 36875, 38326, 10895, 1355, 15306, 1123, 40272, 23627, 27584, 4372, 671, 1749, 10467, 394, 836, 277, 447, 1673, 946, 567, 1479, 376, 7410, 17610, 7321, 18344, 2344, 989, 27467, 597, 14814, 1545, 448, 8790, 6414, 1399, 17233, 5772, 21022, 1057, 33210, 3690, 2555, 1394, 25001, 48662, 14815, 4851, 33801, 6580, 13584, 20049, 17342, 41155, 1984, 65, 1462, 754, 12867, 18703, 28776, 42076, 26647, 7271, 180, 8070, 14235, 28787, 51490, 4106, 25515, 3955, 13313, 25328, 9015, 3763, 7869, 631, 8253, 375, 37027, 62166, 10573, 9085, 4424, 1225, 8349, 260, 647, 14973, 5535, 4177, 7007, 1375, 13588, 15733, 4409, 6483, 935, 947, 38515, 1601, 202, 21627, 211, 8868, 411, 1767, 274, 125, 132, 590, 1701, 211, 107, 2579, 520, 293, 6925, 222, 746, 567, 528, 730, 2452, 118, 947, 304, 1019, 395, 681, 2055, 4995, 1055, 1616, 3243, 26495, 229, 3237, 8796, 421, 35170, 73217, 203, 365, 538, 117, 237, 4605, 3186, 560, 199, 515, 100, 346, 447, 696, 671, 947, 262, 19808, 761, 299, 200, 681, 2376, 3299, 270, 1019, 389, 210, 6242, 840, 486, 417, 11312, 75456, 3191, 5274, 921, 371, 1055, 0, 1424, 594, 491, 10206, 347, 456, 432, 478, 201, 492, 20638, 850, 207, 339, 515, 708, 1395, 475, 813, 7751, 2885, 383, 294, 42127, 5317, 1812, 5934, 283, 176, 776, 791, 404, 656, 764, 306, 3431, 195, 341, 348, 3211, 26442, 38071 
空風の帰り道, 41135, 1334, 12633, 1339, 1520, 4478, 623, 998, 873, 2477, 8150, 10569, 21440, 983, 3405, 981, 22509, 245, 2399, 7653, 17119, 16517, 1158, 461, 15216, 8374, 5588, 54821, 2167, 10788, 1793, 48267, 40891, 805, 3850, 2986, 8774, 3639, 703, 34405, 1356, 19404, 25964, 15016, 11364, 13616, 1572, 3238, 1075, 15831, 3133, 25911, 26994, 4919, 1139, 7968, 1343, 29402, 15867, 18334, 2282, 3399, 363, 4485, 1364, 932, 2521, 2447, 631, 1322, 3449, 829, 2510, 3462, 10084, 3227, 11536, 860, 4427, 17703, 2997, 8600, 1159, 1640, 4338, 4258, 503, 9495, 2592, 12718, 565, 23638, 1110, 1569, 422, 16561, 35576, 7773, 1513, 23947, 2912, 7906, 12531, 10984, 28995, 338, 1419, 454, 608, 7463, 11803, 19728, 29378, 17959, 2593, 1920, 3294, 8651, 18419, 38974, 1402, 17265, 1049, 7581, 15880, 4197, 1693, 3855, 1829, 4263, 2859, 25003, 48226, 6767, 4843, 2116, 771, 4437, 812, 2357, 9057, 2169, 1617, 3529, 859, 6674, 8999, 1807, 4001, 385, 4397, 27707, 1275, 2154, 14007, 2387, 4540, 2967, 1599, 1848, 2061, 1868, 3420, 599, 1167, 1547, 3071, 3038, 2873, 2703, 2500, 4000, 3393, 3030, 3828, 684, 898, 4397, 2466, 4527, 3149, 3473, 2775, 1317, 4551, 328, 1083, 17595, 1551, 881, 4064, 2915, 25142, 55925, 2259, 2303, 3074, 1739, 2519, 1591, 1074, 3454, 997, 3501, 1100, 2942, 3317, 3624, 3647, 4397, 1164, 12140, 3995, 485, 2272, 739, 1050, 3501, 2778, 4527, 735, 1588, 2652, 590, 3420, 569, 6074, 58404, 1531, 1560, 4235, 1913, 951, 1424, 0, 3484, 3301, 5004, 2873, 634, 1142, 3244, 2325, 2998, 12626, 4098, 2315, 2687, 3485, 1622, 1535, 3303, 1393, 3307, 611, 2809, 608, 31411, 2035, 556, 2808, 2703, 1750, 3998, 3903, 976, 1462, 254, 2662, 915, 2285, 2725, 2788, 1441, 17442, 26403 
君がいた夏, 67441, 3742, 28069, 8225, 626, 90, 1469, 6374, 5479, 981, 21512, 24785, 40208, 1437, 12639, 6741, 40001, 4033, 1257, 19613, 33901, 34041, 1218, 5017, 31226, 19606, 14734, 83109, 8817, 25980, 8887, 74039, 64341, 5153, 11794, 11228, 22286, 12793, 1565, 58763, 8236, 37510, 46758, 30852, 26022, 29512, 5268, 190, 3819, 32409, 117, 45725, 47778, 15755, 3327, 21212, 2413, 49324, 30805, 35298, 6996, 173, 3899, 15441, 1296, 2182, 131, 1069, 3981, 1902, 19, 3309, 354, 11160, 24252, 11647, 24696, 4872, 75, 35507, 355, 20488, 3497, 1074, 13206, 10590, 3411, 23539, 9250, 28082, 2829, 41046, 6880, 4987, 3214, 32319, 58864, 20775, 8403, 41979, 10318, 18946, 26511, 23998, 51173, 4062, 597, 3518, 2380, 18153, 25265, 36734, 51912, 33877, 11365, 264, 12854, 19767, 37111, 61682, 7364, 33075, 7233, 18769, 33274, 13645, 6567, 12215, 1047, 12971, 67, 46177, 73010, 15087, 14075, 7262, 2943, 12587, 1370, 1569, 20461, 9317, 7465, 11009, 3429, 18942, 22187, 7601, 9563, 2631, 69, 47741, 3331, 196, 28307, 271, 13090, 93, 3845, 622, 447, 624, 60, 3865, 1039, 621, 4761, 158, 285, 11343, 166, 44, 49, 164, 26, 5292, 990, 69, 190, 81, 237, 143, 3109, 8711, 77, 4022, 5971, 34433, 1031, 6367, 13566, 183, 43402, 85783, 301, 483, 192, 581, 309, 8119, 6212, 14, 933, 117, 976, 72, 169, 54, 63, 69, 952, 26322, 33, 1575, 262, 2145, 4588, 5781, 136, 81, 1427, 1064, 9990, 2206, 164, 1741, 16784, 87964, 5849, 8850, 63, 749, 2973, 594, 3484, 0, 63, 15450, 189, 1638, 1402, 28, 167, 172, 27250, 36, 345, 601, 69, 1468, 3353, 55, 2267, 12043, 5857, 57, 1500, 50799, 9049, 4028, 9308, 137, 632, 26, 85, 1498, 1412, 2552, 142, 6369, 577, 63, 124, 5665, 33874, 47045 
君が好き, 66522, 3137, 27016, 7808, 547, 141, 1434, 6275, 5148, 788, 20779, 23730, 38723, 1384, 12516, 6296, 38530, 3836, 1034, 19660, 33126, 33106, 981, 4960, 30179, 18383, 14147, 81140, 8190, 25355, 8436, 71992, 62292, 5230, 10997, 10599, 21573, 12048, 1602, 57656, 7897, 36285, 45253, 29523, 25081, 28817, 4607, 141, 3712, 31238, 96, 44354, 46881, 15416, 3134, 20611, 2150, 47443, 29710, 33941, 6429, 250, 3556, 15036, 1183, 1915, 168, 866, 3546, 1689, 56, 2894, 233, 10475, 23355, 10942, 23409, 4689, 140, 34518, 364, 19415, 3184, 939, 12401, 9979, 3298, 23122, 8675, 27179, 2716, 39667, 6309, 4684, 3115, 31200, 57163, 20364, 7920, 40358, 10119, 17915, 25286, 22631, 49744, 3943, 554, 3401, 2261, 16962, 23938, 35119, 50743, 32792, 11214, 265, 12217, 18454, 36290, 59653, 6919, 31696, 7034, 17854, 32233, 12988, 5920, 11728, 832, 12078, 94, 45252, 70709, 13936, 13508, 6759, 2578, 11704, 1171, 1316, 19252, 8714, 6822, 10644, 2990, 18815, 21286, 7150, 8572, 2376, 116, 46114, 2848, 167, 27106, 114, 12383, 28, 3522, 483, 346, 503, 19, 3514, 924, 538, 4298, 69, 200, 10828, 97, 75, 26, 89, 79, 4949, 885, 116, 93, 138, 164, 220, 2570, 8432, 154, 3821, 5600, 32962, 934, 5960, 12711, 100, 41843, 84368, 166, 330, 237, 470, 186, 7576, 5723, 57, 900, 84, 851, 95, 116, 75, 140, 116, 801, 25135, 80, 1416, 203, 1768, 4151, 5268, 119, 138, 1294, 889, 9257, 2187, 115, 1496, 16273, 86135, 5238, 8625, 106, 672, 2642, 491, 3301, 63, 0, 14815, 176, 1421, 1227, 23, 174, 57, 26123, 89, 286, 458, 60, 1283, 3050, 70, 2066, 11848, 5534, 122, 1261, 48748, 8816, 3581, 8571, 66, 445, 79, 130, 1215, 1065, 2361, 101, 6266, 464, 110, 127, 5420, 32643, 45684 
君の事以外は何も考えられない, 22045, 6506, 2843, 1699, 10598, 17486, 8475, 3794, 3371, 11169, 2592, 3209, 8168, 8335, 2427, 3259, 9509, 4515, 10587, 4809, 6435, 6343, 8640, 4555, 6754, 3260, 770, 31529, 1659, 3080, 3155, 28127, 24227, 5525, 2448, 1440, 2956, 1067, 8475, 15045, 2162, 8414, 10918, 6696, 2174, 4284, 5812, 15106, 6301, 5927, 14079, 11047, 11512, 2569, 6657, 2026, 7359, 16598, 8131, 6938, 5480, 14919, 4971, 1963, 8738, 7668, 13257, 10971, 4491, 9242, 15333, 6401, 12580, 3802, 3054, 2133, 5012, 4676, 17295, 6349, 13539, 3624, 6777, 10718, 2096, 3390, 5623, 2701, 4166, 4552, 6091, 10478, 2886, 6267, 6056, 8251, 18876, 2545, 2487, 11033, 3710, 4556, 5747, 3348, 12285, 5502, 10205, 5440, 6666, 3927, 5311, 8540, 13592, 9447, 2465, 12188, 690, 4061, 5641, 23212, 2688, 8111, 2769, 4177, 4810, 2851, 4759, 3283, 11543, 2467, 14127, 10923, 30220, 3773, 2001, 5052, 6537, 3961, 7890, 10041, 5211, 2757, 3245, 2271, 5147, 2862, 1023, 4501, 6075, 6225, 17121, 11853, 6665, 12738, 4973, 12633, 2872, 14291, 6187, 11458, 11459, 11020, 15248, 4773, 8719, 10599, 7227, 14548, 13215, 875, 12976, 16230, 15159, 14584, 16042, 3642, 9146, 17121, 13218, 17419, 13857, 15115, 9843, 1767, 17535, 4356, 4583, 6743, 9919, 2563, 1264, 13955, 11638, 33107, 12335, 11971, 14228, 10897, 12765, 2759, 3088, 15276, 9459, 14881, 9176, 14004, 14361, 15802, 15615, 17121, 9672, 4810, 16299, 7373, 12518, 7403, 5358, 6817, 13446, 17419, 8503, 9622, 3374, 7540, 14586, 7631, 1816, 35652, 5271, 2524, 16999, 11415, 5883, 10206, 5004, 15450, 14815, 0, 13491, 7864, 9054, 14802, 12805, 14290, 5520, 16698, 12171, 12219, 15057, 10526, 6507, 14715, 7949, 2375, 3477, 14125, 7642, 18487, 2467, 5018, 4008, 13335, 10790, 16384, 16155, 8394, 10074, 5790, 13366, 3431, 11481, 13909, 13772, 5231, 7808, 13073 
血の管, 64354, 3087, 25262, 6930, 299, 427, 1246, 5491, 4290, 486, 19585, 22498, 37185, 1042, 11368, 5766, 37202, 3270, 666, 18350, 30638, 31474, 843, 4426, 28971, 17607, 12595, 78770, 7266, 23893, 7862, 70132, 61090, 4670, 10163, 9769, 20391, 10962, 1326, 55204, 7237, 34871, 43179, 28445, 23367, 26781, 4517, 367, 2924, 29974, 150, 42686, 44091, 14456, 2556, 19429, 1982, 46341, 28390, 32591, 5707, 122, 3300, 13970, 925, 1751, 204, 542, 3114, 1315, 188, 2774, 371, 9599, 22017, 10284, 22557, 3889, 396, 32710, 452, 18531, 2746, 883, 11743, 8607, 2668, 21372, 7937, 25887, 2050, 38419, 5769, 4176, 2803, 29684, 55637, 18688, 7234, 39232, 8967, 17187, 24488, 21295, 47734, 3353, 374, 2759, 1729, 16338, 22930, 33935, 48707, 31048, 10202, 317, 11151, 17760, 34272, 58359, 5951, 30548, 6118, 17110, 30551, 12282, 5624, 10736, 908, 11212, 156, 43386, 69575, 13360, 11996, 5797, 2374, 11240, 983, 882, 18726, 8062, 6346, 9058, 2614, 17287, 19740, 6378, 8572, 1922, 342, 44446, 2772, 209, 26028, 176, 11297, 210, 2742, 333, 174, 353, 253, 3074, 640, 438, 3402, 303, 126, 9668, 109, 245, 254, 309, 181, 4233, 663, 342, 255, 386, 126, 122, 2774, 7444, 386, 3175, 4946, 31610, 712, 5128, 11863, 280, 40675, 82008, 270, 452, 163, 302, 150, 6876, 5059, 199, 728, 134, 573, 157, 122, 223, 324, 342, 813, 24271, 270, 1144, 143, 1578, 3861, 4262, 133, 386, 1188, 557, 8787, 1907, 133, 1322, 14581, 84229, 5002, 7831, 368, 580, 2206, 347, 2873, 189, 176, 13491, 0, 1319, 961, 181, 156, 301, 25255, 317, 58, 266, 150, 1245, 2314, 66, 1628, 10576, 4902, 214, 1065, 48036, 7670, 3309, 8277, 154, 473, 279, 326, 1115, 1189, 1929, 131, 5418, 266, 180, 165, 4974, 31305, 44382 
言わせてみてぇもんだ, 48985, 804, 16913, 3047, 682, 2306, 237, 2258, 1977, 1391, 11562, 13997, 26400, 475, 6085, 1951, 26927, 869, 1445, 11375, 22779, 21227, 320, 1361, 19034, 10530, 8382, 62535, 3613, 15012, 3125, 54341, 46013, 1837, 5378, 4988, 12212, 5691, 461, 41881, 2920, 23848, 31910, 18690, 15434, 18748, 1408, 1526, 1211, 19957, 1503, 31277, 34064, 7669, 1325, 11558, 857, 33800, 19557, 22888, 2618, 1629, 621, 7461, 762, 610, 1039, 1405, 975, 722, 1663, 443, 892, 4876, 13826, 4763, 14244, 1868, 2255, 22759, 1539, 10870, 1225, 722, 6028, 5838, 1077, 14021, 3888, 16414, 685, 28012, 1938, 2045, 510, 20471, 41072, 12047, 2975, 27911, 5326, 10152, 15239, 13994, 35095, 998, 577, 1092, 728, 9293, 14717, 23596, 35696, 22067, 5101, 642, 5724, 10459, 24037, 44268, 2854, 20679, 2709, 9839, 20540, 6151, 2125, 5903, 825, 6031, 1325, 31037, 53502, 7659, 7641, 3046, 369, 5617, 184, 1535, 10963, 3477, 2563, 5575, 837, 10450, 12605, 3451, 3947, 341, 2255, 33097, 707, 880, 17479, 883, 6262, 1201, 1949, 788, 903, 764, 1482, 1047, 363, 509, 3173, 1268, 1367, 5309, 992, 1978, 1439, 1310, 1860, 1558, 354, 2255, 888, 2341, 1535, 1667, 1205, 3377, 2349, 1070, 1877, 21469, 689, 2331, 6048, 1099, 29410, 64319, 679, 753, 1412, 719, 1139, 2685, 2088, 1612, 311, 1711, 490, 1266, 1615, 1734, 1679, 2255, 122, 15134, 1955, 137, 926, 351, 1332, 3823, 1176, 2341, 127, 830, 3988, 458, 1682, 103, 9422, 65810, 1729, 3282, 2135, 825, 613, 456, 634, 1638, 1421, 7864, 1319, 0, 394, 1406, 989, 1154, 15694, 2054, 1005, 1381, 1655, 832, 1685, 1537, 997, 5987, 1655, 1241, 130, 34861, 4059, 606, 3396, 1097, 462, 1966, 1917, 288, 430, 364, 1174, 2293, 1051, 1205, 1262, 2017, 21736, 31261 
